日付,バット,利き腕,スイング条件,オンプレーンスコア,体とバットの角度スコア,体の回転による加速スコア,バットスピード (km/h),体の回転によるバットの加速の大きさ（初動） (G),オンプレーンの効率 (%),アッパースイング度 (°), 体とバットの角度（構え） (°), 体とバットの角度（インパクト） (°), バット角度 (°),パワー (kW),スイング時間 (秒),手の最大スピード (km/h),打球スピード (km/h),打球角度 (°),推定飛距離 (m),ExitVelocity,PitchBallVelocity,LaunchAngle,ExitDirection,Spin,Distance,SpinDirection,SpinConfidence,StrikeZoneX,StrikeZoneY,Contact Depth,BatName,SerialNumber,Unique ID,Video Url,Session Name,Player Name,DateTime
2025年 2月 4日 火曜日 12:03:35,baseball bat,右,General Practice,43,47,61,115.6,13.9,59,1,107,79,4,4.5,0.15,34.1,,,,129.3,110.2,0.7,-18.2,901.51806640625,16.0,09:36:00,1.0,29.5,73.3,-,-,-,-,-,Msbatting,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 12:03:16,baseball bat,右,General Practice,52,49,65,116.4,15.5,68,5,106,80,-12,4.5,0.15,36.5,,,,115.9,110.2,2.3,2.7,330.142791748047,19.8,00:58:00,1.0,21.8,86.3,-,-,-,-,-,Msbatting,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 12:03:08,baseball bat,右,General Practice,58,52,62,114.4,14.6,74,0,96,74,-12,4.81,0.13,36.0,,,,130.9,111.4,6.3,2.3,1799.86218261719,46.8,11:32:00,1.0,0.8,53.9,-,-,-,-,-,Msbatting,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 12:02:49,baseball bat,右,General Practice,50,52,69,113.5,17.1,66,5,94,71,-3,4.4,0.14,33.5,,,,117,111.4,23.6,-15.5,9.99999974737875e-06,69.3,00:00:00,0.5,0.0,54.3,-,-,-,-,-,Msbatting,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 12:02:40,baseball bat,右,General Practice,48,50,65,115.1,15.5,63,2,102,77,-6,4.58,0.14,34.1,,,,105.3,111.4,40.8,-24.6,1908.4580078125,65.4,01:36:00,1.0,-8.0,64.1,-,-,-,-,-,Msbatting,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 12:02:31,baseball bat,右,General Practice,49,51,60,109.4,13.9,65,0,104,81,-11,4.33,0.14,34.1,,,,106.5,111.4,30.1,-25.8,3217.43237304688,61.9,10:28:00,1.0,2.8,70.2,-,-,-,-,-,Msbatting,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 12:02:22,baseball bat,右,General Practice,61,52,58,108.1,12.9,78,-2,93,71,-8,4.12,0.14,33.5,,,,142.9,111.5,-3.0,-35.2,1647.07299804688,10.8,05:14:00,1.0,-29.2,91.6,-,-,-,-,-,Msbatting,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 12:02:04,baseball bat,右,General Practice,55,52,64,113.8,15.3,71,-2,102,79,-11,4.61,0.14,35.6,,,,147.3,112.3,-1.6,-17.0,123.779624938965,2.5,06:24:00,1.0,-314.5,-195.2,-,-,-,-,-,Msbatting,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 12:01:55,baseball bat,右,General Practice,43,49,68,113.3,16.7,59,4,110,85,-13,4.22,0.15,35.2,,,,128.2,114.5,-15.2,-32.6,9.99999974737875e-06,3.5,00:00:00,0.5,-12.0,84.9,-,-,-,-,-,Msbatting,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 12:01:12,baseball bat,右,General Practice,47,53,62,117.3,14.4,62,0,105,84,-18,4.57,0.15,35.2,,,,111.8,111.6,26.7,-3.0,1783.61010742188,71.8,11:30:00,1.0,8.8,63.8,-,-,-,-,-,Msbatting,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 11:59:41,baseball bat,左,General Practice,60,52,59,111.8,13.2,77,2,106,83,-24,4.39,0.14,37.3,,,,134.1,110.2,15.9,-15.3,920.941955566406,73.9,11:26:00,1.0,-10.8,104.4,-,-,-,-,-,Msbatting,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 11:59:22,baseball bat,左,General Practice,53,48,51,105.7,10.4,69,-1,113,86,-12,4.11,0.13,34.8,,,,99.1,112.3,54.6,-3.0,999.067932128906,56.2,10:40:00,1.0,7.0,60.6,-,-,-,-,-,Msbatting,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 11:59:04,baseball bat,左,General Practice,64,51,55,100.6,11.9,80,4,95,72,-4,3.41,0.15,32.5,,,,161.1,113.8,6.0,-35.8,2624.44702148438,43.2,10:14:00,1.0,-43.6,74.3,-,-,-,-,-,Msbatting,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 11:58:48,baseball bat,左,General Practice,56,51,58,105.1,12.8,72,1,104,81,-16,4.0,0.14,35.4,,,,118.5,113.1,20.2,5.2,1191.275390625,66.9,11:44:00,1.0,13.5,60.1,-,-,-,-,-,Msbatting,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 11:58:37,baseball bat,左,General Practice,49,47,53,104.3,11.1,64,5,115,87,-15,3.88,0.14,34.8,,,,133.6,113.1,20.1,-9.3,1809.12609863281,86.0,01:12:00,1.0,-0.2,73.5,-,-,-,-,-,Msbatting,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 11:58:28,baseball bat,左,General Practice,57,46,48,101.7,9.1,74,6,104,75,-1,3.44,0.15,31.7,,,,134.4,114.5,-5.3,-12.2,912.42724609375,7.5,07:46:00,1.0,-20.0,70.3,-,-,-,-,-,Msbatting,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 11:58:19,baseball bat,左,General Practice,62,54,57,107.5,12.7,78,1,98,78,-17,4.18,0.14,35.4,,,,124.5,114.5,13.7,-6.5,1576.2939453125,61.7,01:26:00,1.0,-7.6,64.6,-,-,-,-,-,Msbatting,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 11:58:11,baseball bat,左,General Practice,62,20,51,100.3,10.3,79,-4,39,60,8,3.35,0.15,32.7,,,,126.2,113.8,-13.8,-14.9,2600.76782226563,3.9,07:32:00,1.0,-1.8,76.4,-,-,-,-,-,Msbatting,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 11:57:54,baseball bat,左,General Practice,65,59,65,108.6,15.5,82,-1,87,77,-22,4.03,0.14,36.4,,,,130.6,112.3,12.4,-17.0,579.954711914063,57.7,11:06:00,1.0,-2.1,82.0,-,-,-,-,-,Msbatting,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 11:57:45,baseball bat,左,General Practice,60,62,57,110.9,12.5,76,5,96,82,-23,4.09,0.15,36.0,,,,105.3,112.3,-27.8,-24.9,754.237121582031,3.3,06:20:00,1.0,-10.0,98.4,-,-,-,-,-,Msbatting,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 11:57:36,baseball bat,左,General Practice,71,58,65,90.9,15.4,88,-1,88,76,-14,3.04,0.13,31.9,,,,134.1,112.0,20.2,-19.8,1564.91162109375,88.1,11:46:00,1.0,-19.0,57.3,-,-,-,-,-,Msbatting,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 11:57:19,baseball bat,左,General Practice,56,62,56,103.6,12.3,72,-1,101,87,-23,3.83,0.14,36.5,,,,127,112.3,16.5,-0.3,2133.1416015625,71.0,00:10:00,1.0,0.9,96.3,-,-,-,-,-,Msbatting,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 11:57:11,baseball bat,左,General Practice,66,55,59,104.1,13.5,83,5,83,78,-14,3.55,0.15,34.0,,,,123.8,110.0,31.5,-6.6,2695.6455078125,87.5,00:28:00,1.0,-3.7,83.8,-,-,-,-,-,Msbatting,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 11:57:01,baseball bat,左,General Practice,57,60,65,105.4,15.5,74,5,98,82,-13,3.75,0.15,33.8,,,,91.2,113.5,61.0,24.1,1557.69616699219,42.8,10:48:00,1.0,12.2,38.0,-,-,-,-,-,Msbatting,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 11:56:50,baseball bat,左,General Practice,60,63,58,103.3,13.0,77,2,94,81,-19,3.7,0.14,34.0,,,,124.1,113.5,38.1,19.1,1477.90283203125,88.5,10:30:00,1.0,7.9,73.5,-,-,-,-,-,Msbatting,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 11:56:41,baseball bat,左,General Practice,56,64,57,109.1,12.4,72,5,89,80,-27,3.8,0.15,36.2,,,,125.5,111.0,25.4,-14.8,2782.77490234375,87.2,11:38:00,1.0,-4.0,64.0,-,-,-,-,-,Msbatting,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 11:56:17,baseball bat,左,General Practice,62,63,53,98.3,11.2,79,4,90,79,-14,3.22,0.15,31.7,,,,140.1,112.3,22.9,-22.8,1421.12475585938,97.2,00:08:00,1.0,-25.7,50.8,-,-,-,-,-,Msbatting,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 11:52:30,baseball bat,右,General Practice,41,51,49,93.5,9.5,57,9,98,74,-7,2.34,0.18,26.6,,,,109.3,111.6,-0.3,-27.1,790.655334472656,9.0,05:54:00,1.0,-95.3,32.7,-,-,-,-,-,Msbatting,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 11:52:21,baseball bat,右,General Practice,51,62,56,99.1,12.0,67,2,92,78,-25,3.06,0.16,30.1,,,,143.8,112.3,-11.7,-42.6,9.99999974737875e-06,5.3,00:00:00,0.5,6.4,126.2,-,-,-,-,-,Msbatting,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 11:52:03,baseball bat,右,General Practice,49,59,54,101.5,11.4,64,7,93,77,-19,3.17,0.16,29.6,,,,128,110.2,28.5,-10.7,2356.08618164063,79.5,02:58:00,1.0,1.1,93.3,-,-,-,-,-,Msbatting,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 11:51:54,baseball bat,右,General Practice,52,58,58,95.1,13.0,67,6,98,81,-25,2.72,0.16,26.7,,,,103.4,114.5,44.8,-25.3,1546.83557128906,65.8,00:20:00,1.0,4.2,43.3,-,-,-,-,-,Msbatting,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 11:51:45,baseball bat,右,General Practice,49,61,50,99.1,10.1,65,7,93,78,-18,2.88,0.17,30.1,,,,100.2,114.5,48.8,-38.9,1531.14501953125,60.6,01:12:00,1.0,-2.4,73.3,-,-,-,-,-,Msbatting,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 11:51:37,baseball bat,右,General Practice,44,53,51,100.4,10.5,59,12,97,76,-15,2.95,0.17,28.5,,,,133.7,110.2,24.0,-28.6,1138.91040039063,87.3,00:00:00,1.0,-93.6,79.5,-,-,-,-,-,Msbatting,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 11:51:28,baseball bat,右,General Practice,45,56,53,101.4,11.2,61,10,95,77,-19,3.01,0.17,29.3,,,,110.1,112.3,35.5,-23.6,2561.57543945313,73.9,00:42:00,1.0,-7.8,75.1,-,-,-,-,-,Msbatting,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 11:51:19,baseball bat,右,General Practice,47,60,53,100.6,11.2,63,7,92,77,-22,3.03,0.16,30.6,,,,140.7,113.6,1.9,-3.7,1237.56604003906,24.5,09:36:00,1.0,-5.1,77.0,-,-,-,-,-,Msbatting,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 11:51:09,baseball bat,右,General Practice,52,61,56,95.6,12.4,68,3,93,78,-28,2.74,0.16,28.2,,,,140.7,113.6,-11.6,20.2,893.909484863281,4.6,05:30:00,1.0,9.2,105.5,-,-,-,-,-,Msbatting,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 11:50:51,baseball bat,右,General Practice,48,59,55,98.7,11.7,64,5,94,77,-18,3.04,0.16,29.1,,,,139.3,113.6,-2.8,5.5,1948.41845703125,9.8,05:58:00,1.0,15.1,101.1,-,-,-,-,-,Msbatting,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 11:50:42,baseball bat,右,General Practice,53,59,56,103.2,12.0,69,7,88,76,-28,3.32,0.16,31.9,,,,104,112.3,43.7,-29.4,2335.25146484375,63.0,10:06:00,1.0,0.6,68.7,-,-,-,-,-,Msbatting,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 11:50:26,baseball bat,右,General Practice,47,57,57,106.4,12.4,63,14,93,76,-20,3.28,0.17,29.9,,,,104.5,112.3,32.7,-37.0,9.99999974737875e-06,60.9,00:00:00,0.5,-7.9,77.7,-,-,-,-,-,Msbatting,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 11:50:10,baseball bat,右,General Practice,49,57,56,103.3,12.2,65,10,91,75,-21,3.37,0.16,30.6,,,,104.7,112.3,-20.3,-3.3,2716.88891601563,1.6,06:08:00,1.0,-16.3,89.6,-,-,-,-,-,Msbatting,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 11:50:02,baseball bat,右,General Practice,59,55,57,101.9,12.7,76,3,84,76,-30,3.45,0.15,31.4,,,,-,0.0,0.0,0.0,-,0.0,NaN:00,0.0,0.0,0.0,-,-,-,-,-,Msbatting,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 11:49:54,baseball bat,右,General Practice,45,56,53,99.1,11.0,60,8,96,77,-22,2.81,0.17,27.7,,,,131.6,110.1,-10.9,3.7,2395.36450195313,5.1,06:58:00,1.0,11.3,100.7,-,-,-,-,-,Msbatting,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 11:49:38,baseball bat,右,General Practice,48,58,55,97.8,11.9,63,6,93,76,-19,2.91,0.16,28.6,,,,132.3,114.5,15.6,-8.5,2038.2646484375,71.3,10:30:00,1.0,0.5,79.0,-,-,-,-,-,Msbatting,#1 熊田 任洋,2025-10-16
2025年 2月 4日 火曜日 11:49:30,baseball bat,右,General Practice,53,56,52,96.9,10.5,69,0,89,74,-18,3.04,0.15,28.5,,,,117.8,112.3,23.9,-11.1,1945.53881835938,66.0,11:12:00,1.0,-8.8,45.7,-,-,-,-,-,Msbatting,#1 熊田 任洋,2025-10-16
